date,variant,ticker,event,score,z_prev,sell_pct,sold_shares,proceeds_net,trade_cost,settle_dt,is_rebalance_day,weight_before,weight_cap,value_sold_gross
2024-09-10,C07,PATI3,defensive_sell,5.0,-3.0606509521106466,0.5,572,14936.904840000001,3.7351600000000005,2024-09-12,0,,,
2024-09-17,C07,PATI3,rebalance_sell,,,1.0,572,15726.0675,3.9325,2024-09-19,1,,,
2024-09-17,C07,WEGE3,rebalance_sell,,,1.0,368,19616.85456,4.90544,2024-09-19,1,,,
2024-09-17,C07,AMBP3,concentration_trim,,,,605,3502.5581414999997,0.8758585,2024-09-19,1,0.16230729435922298,0.2,3504.893604479119
2024-09-17,C07,F2IC34,concentration_trim,,,,18,4158.580095,1.039905,2024-09-18,1,0.16472756365255153,0.2,4194.129383254127
2024-09-17,C07,I1RM34,concentration_trim,,,,3,1919.52,0.48,2024-09-18,1,0.1573144747469816,0.2,2083.0153690041334
2024-09-23,C07,RCSL3,defensive_sell,6.0,-2.429485976578437,1.0,6272,29157.508800000003,7.291200000000001,2024-09-25,0,,,
2024-09-26,C07,QUAL3,rebalance_sell,,,1.0,2,3.95901,0.00099,2024-09-30,1,,,
2024-09-26,C07,AMBP3,concentration_trim,,,,2519,22665.33225,5.66775,2024-09-30,1,0.22779054419445355,0.2,22673.23087956392
2024-09-30,C07,I1RM34,defensive_sell,6.0,-2.6578130094367065,1.0,67,42333.414,10.586,2024-10-01,0,,,
2024-10-02,C07,NGRD3,defensive_sell,6.0,-2.6430669979703327,1.0,2,0.1915521,4.79e-05,2024-10-04,0,,,
2024-10-04,C07,RCSL3,defensive_sell,6.0,-2.5950087920297027,1.0,1924,9040.5393,2.2607000000000004,2024-10-08,0,,,
2024-10-07,C07,F2IC34,rebalance_sell,,,1.0,184,43663.32144,10.918560000000001,2024-10-08,1,,,
2024-10-07,C07,MNPR3,rebalance_sell,,,1.0,2,3.7190700000000003,0.00093,2024-10-09,1,,,
2024-10-07,C07,RCSL3,rebalance_sell,,,1.0,1,4.8887775,0.0012224999999999998,2024-10-09,1,,,
2024-10-07,C07,SBFG3,rebalance_sell,,,1.0,2413,35003.8768425,8.7531575,2024-10-09,1,,,
2024-10-07,C07,WEGE3,rebalance_sell,,,1.0,1,53.386649999999996,0.01335,2024-10-09,1,,,
2024-10-07,C07,AMBP3,concentration_trim,,,,674,7050.501133950001,1.7630660500000002,2024-10-09,1,0.17417529718966224,0.2,7055.234434989026
2024-10-07,C07,VLID3,concentration_trim,,,,49,1110.5522925000002,0.27770750000000005,2024-10-09,1,0.15380827675513958,0.2,1111.3874948965458
2024-10-10,C07,D1HI34,defensive_sell,5.0,-1.857083073384585,0.5,9,9314.0209125,2.3290875,2024-10-11,0,,,
2024-10-16,C07,D1HI34,rebalance_sell,,,1.0,10,10921.968825,2.7311750000000004,2024-10-17,1,,,
2024-10-16,C07,M1KT34,rebalance_sell,,,1.0,1474,43722.646605,10.933395,2024-10-17,1,,,
2024-10-16,C07,PSSA3,rebalance_sell,,,1.0,27,1004.688765,0.251235,2024-10-18,1,,,
2024-10-16,C07,SBFG3,rebalance_sell,,,1.0,1,14.6663325,0.0036675,2024-10-18,1,,,
2024-10-16,C07,VLID3,rebalance_sell,,,1.0,1930,44513.968725,11.131275,2024-10-18,1,,,
2024-10-16,C07,AMBP3,concentration_trim,,,,274,3150.21225,0.7877500000000001,2024-10-18,1,0.16052395584387025,0.2,3154.4865482643
